date,temp_max,precipitation,weather,wind,temp_min
2013-03-05,74.0,76.0,pc,2.0,74.0
2008-08-20,74.0,79.0,xbox-360,5.0,74.0
2008-02-26,74.0,77.0,pc,3.0,74.0
2012-08-29,74.0,74.0,pc,0.0,74.0
2020-10-14,74.0,75.0,pc,1.0,74.0
2015-07-09,74.0,74.0,pc,0.0,74.0
2020-04-30,74.0,74.0,switch,0.0,74.0
2002-11-12,74.0,75.0,pc,1.0,74.0
2019-04-04,74.0,58.0,switch,16.0,74.0
2017-09-14,74.0,79.0,pc,5.0,74.0
2016-08-25,74.0,71.0,pc,3.0,74.0
2017-05-23,74.0,37.0,pc,37.0,74.0
2017-08-15,74.0,63.0,pc,11.0,74.0
2016-04-12,74.0,73.0,pc,1.0,74.0
2015-03-24,74.0,58.0,pc,16.0,74.0
2002-03-31,74.0,83.0,pc,9.0,74.0
2005-02-22,73.0,81.0,playstation-2,8.0,73.0
2000-11-07,74.0,75.0,pc,1.0,74.0
2007-06-12,73.0,79.0,playstation-2,6.0,73.0
2016-10-10,73.0,74.0,pc,1.0,73.0
2008-04-15,73.0,60.0,pc,13.0,73.0
2021-05-14,73.0,78.0,switch,5.0,73.0
2018-09-07,73.0,64.0,playstation-4,9.0,73.0
2010-11-04,73.0,81.0,xbox-360,8.0,73.0
2013-11-15,73.0,68.0,playstation-4,5.0,73.0
2004-03-30,73.0,58.0,pc,15.0,73.0
2014-04-17,73.0,72.0,pc,1.0,73.0
2000-10-10,73.0,66.0,pc,7.0,73.0
2000-09-26,73.0,71.0,pc,2.0,73.0
2020-10-23,73.0,60.0,pc,13.0,73.0
2006-10-24,73.0,74.0,xbox-360,1.0,73.0
2004-11-02,73.0,86.0,playstation-2,13.0,73.0
2016-03-03,73.0,69.0,pc,4.0,73.0
2013-04-10,73.0,78.0,xbox-360,5.0,73.0
2007-09-04,73.0,69.0,xbox-360,4.0,73.0
2013-09-04,73.0,56.0,pc,17.0,73.0
2012-06-26,73.0,72.0,xbox-360,1.0,73.0
2010-08-25,73.0,76.0,xbox-360,3.0,73.0
2021-04-22,73.0,77.0,switch,4.0,73.0
2020-10-08,73.0,72.0,switch,1.0,73.0
2013-11-19,73.0,77.0,xbox-360,4.0,73.0
2018-05-22,73.0,67.0,pc,6.0,73.0
2019-12-10,73.0,53.0,pc,20.0,73.0
2013-02-19,73.0,51.0,xbox-360,22.0,73.0
2014-12-12,73.0,75.0,pc,2.0,73.0
2010-06-29,73.0,81.0,pc,8.0,73.0
2021-06-03,73.0,73.0,pc,0.0,73.0
2002-03-11,73.0,77.0,playstation-2,4.0,73.0
2003-02-11,73.0,87.0,playstation-2,14.0,73.0
2001-09-24,73.0,60.0,playstation-2,13.0,73.0
2000-10-04,73.0,78.0,pc,5.0,73.0
2009-10-05,73.0,75.0,pc,2.0,73.0
2016-01-08,73.0,70.0,pc,3.0,73.0
2004-11-02,73.0,75.0,playstation-2,2.0,73.0
1999-10-31,72.0,77.0,pc,5.0,72.0
2013-09-10,72.0,59.0,pc,13.0,72.0
2018-02-20,72.0,66.0,playstation-4,6.0,72.0
2021-09-28,72.0,47.0,pc,25.0,72.0
2006-10-24,72.0,87.0,pc,15.0,72.0
2011-02-22,72.0,77.0,pc,5.0,72.0
2005-06-08,72.0,85.0,playstation-2,13.0,72.0
2020-03-26,72.0,61.0,pc,11.0,72.0
2017-08-01,72.0,62.0,playstation-4,10.0,72.0
2011-06-20,72.0,47.0,pc,25.0,72.0
2013-10-24,72.0,77.0,pc,5.0,72.0
2021-02-18,72.0,62.0,switch,10.0,72.0
2003-01-11,72.0,85.0,playstation-2,13.0,72.0
2011-02-08,72.0,58.0,pc,14.0,72.0
2015-05-28,72.0,74.0,pc,2.0,72.0
2014-11-12,72.0,72.0,pc,0.0,72.0
2008-06-20,72.0,71.0,pc,1.0,72.0
2017-11-14,72.0,77.0,switch,5.0,72.0
2017-07-20,72.0,75.0,pc,3.0,72.0
2018-02-01,72.0,72.0,switch,0.0,72.0
2021-04-22,72.0,31.0,pc,41.0,72.0
2017-09-19,72.0,65.0,pc,7.0,72.0
2015-12-08,72.0,71.0,pc,1.0,72.0
2006-09-04,72.0,73.0,pc,1.0,72.0
2004-08-12,72.0,54.0,pc,18.0,72.0
2005-09-01,72.0,72.0,pc,0.0,72.0
2018-07-26,72.0,78.0,switch,6.0,72.0
2017-10-19,72.0,75.0,switch,3.0,72.0
2013-04-02,72.0,72.0,pc,0.0,72.0
2003-09-23,72.0,77.0,pc,5.0,72.0
2003-08-27,72.0,72.0,playstation-2,0.0,72.0
2018-12-14,72.0,73.0,playstation-4,1.0,72.0
2018-10-02,72.0,78.0,playstation-4,6.0,72.0
2003-03-03,72.0,72.0,pc,0.0,72.0
2018-05-31,72.0,67.0,switch,5.0,72.0
2002-01-21,72.0,73.0,pc,1.0,72.0
2009-10-14,72.0,75.0,xbox-360,3.0,72.0
2017-10-17,72.0,66.0,playstation-4,6.0,72.0
2004-11-03,72.0,71.0,playstation-2,1.0,72.0
2016-10-13,72.0,78.0,playstation-4,6.0,72.0
2018-12-11,72.0,77.0,playstation-4,5.0,72.0
2017-03-28,72.0,72.0,pc,0.0,72.0
2017-11-28,72.0,70.0,playstation-4,2.0,72.0
2007-08-15,72.0,57.0,xbox-360,15.0,72.0
2009-03-20,72.0,60.0,pc,12.0,72.0
2006-04-13,72.0,79.0,pc,7.0,72.0
2003-12-08,72.0,75.0,pc,3.0,72.0
2002-10-16,72.0,80.0,playstation-2,8.0,72.0
2003-06-25,72.0,84.0,playstation-2,12.0,72.0
2001-06-26,72.0,73.0,pc,1.0,72.0
2000-12-05,72.0,72.0,pc,0.0,72.0
2014-05-12,72.0,65.0,pc,7.0,72.0
2010-02-26,72.0,73.0,pc,1.0,72.0
2020-12-10,72.0,72.0,switch,0.0,72.0
2009-03-18,72.0,72.0,xbox-360,0.0,72.0
2017-01-26,72.0,72.0,pc,0.0,72.0
2016-03-22,72.0,58.0,playstation-4,14.0,72.0
2018-02-23,72.0,72.0,pc,0.0,72.0
2019-07-22,72.0,58.0,switch,14.0,72.0
2018-06-05,72.0,44.0,pc,28.0,72.0
2015-12-15,72.0,71.0,playstation-4,1.0,72.0
2008-06-24,72.0,70.0,pc,2.0,72.0
2017-07-20,72.0,73.0,pc,1.0,72.0
2018-06-05,72.0,72.0,playstation-4,0.0,72.0
2018-04-26,72.0,72.0,switch,0.0,72.0
2016-02-18,72.0,67.0,pc,5.0,72.0
2005-10-18,72.0,83.0,playstation-2,11.0,72.0
2008-01-16,72.0,69.0,pc,3.0,72.0
2004-07-07,72.0,70.0,pc,2.0,72.0
2017-12-05,72.0,58.0,playstation-4,14.0,72.0
2019-04-09,72.0,59.0,playstation-4,13.0,72.0
2003-03-10,72.0,87.0,pc,15.0,72.0
2018-08-14,72.0,72.0,playstation-4,0.0,72.0
2009-05-14,72.0,86.0,pc,14.0,72.0
2019-12-17,72.0,65.0,playstation-4,7.0,72.0
2014-03-05,72.0,71.0,pc,1.0,72.0
2021-09-30,72.0,39.0,pc,33.0,72.0
2017-06-06,72.0,59.0,pc,13.0,72.0
2017-02-07,72.0,63.0,playstation-4,9.0,72.0
2012-05-29,72.0,68.0,xbox-360,4.0,72.0
2016-09-27,72.0,76.0,pc,4.0,72.0
2020-08-20,72.0,84.0,switch,12.0,72.0
2015-07-21,72.0,69.0,playstation-4,3.0,72.0
2015-10-06,72.0,70.0,playstation-4,2.0,72.0
2011-10-18,72.0,45.0,pc,27.0,72.0
2012-04-11,72.0,83.0,xbox-360,11.0,72.0
2020-09-24,72.0,73.0,switch,1.0,72.0
2020-02-13,72.0,72.0,pc,0.0,72.0
2021-03-18,72.0,69.0,pc,3.0,72.0
2017-12-07,72.0,75.0,switch,3.0,72.0
2018-07-17,72.0,72.0,playstation-4,0.0,72.0
2016-05-31,72.0,77.0,pc,5.0,72.0
2016-07-28,72.0,45.0,pc,27.0,72.0
2013-08-26,72.0,74.0,pc,2.0,72.0
2017-07-17,72.0,53.0,pc,19.0,72.0
2009-09-16,72.0,68.0,xbox-360,4.0,72.0
2005-09-21,72.0,76.0,playstation-2,4.0,72.0
2004-04-08,72.0,86.0,playstation-2,14.0,72.0
2003-12-03,72.0,72.0,pc,0.0,72.0
2015-03-12,71.0,78.0,pc,7.0,71.0
2000-10-01,72.0,84.0,pc,12.0,72.0
2005-04-14,71.0,69.0,pc,2.0,71.0
2011-01-12,71.0,58.0,xbox-360,13.0,71.0
2013-11-01,71.0,67.0,pc,4.0,71.0
2018-07-03,71.0,51.0,playstation-4,20.0,71.0
2015-11-06,71.0,68.0,pc,3.0,71.0
2016-07-12,71.0,71.0,pc,0.0,71.0
2017-04-25,71.0,62.0,pc,9.0,71.0
2016-06-07,71.0,56.0,playstation-4,15.0,71.0
2009-04-07,71.0,71.0,pc,0.0,71.0
2005-10-04,71.0,77.0,pc,6.0,71.0
2019-07-30,71.0,64.0,pc,7.0,71.0
2007-03-23,71.0,86.0,pc,15.0,71.0
2002-09-02,71.0,80.0,pc,9.0,71.0
2006-03-15,71.0,68.0,pc,3.0,71.0
2019-02-19,71.0,78.0,playstation-4,7.0,71.0
2008-03-03,71.0,75.0,pc,4.0,71.0
2014-01-23,71.0,73.0,pc,2.0,71.0
2017-10-10,71.0,66.0,pc,5.0,71.0
2014-04-04,71.0,57.0,pc,14.0,71.0
2018-07-12,71.0,74.0,pc,3.0,71.0
2020-09-17,71.0,81.0,pc,10.0,71.0
2016-10-10,71.0,71.0,playstation-4,0.0,71.0
2012-12-17,71.0,86.0,pc,15.0,71.0
2012-06-26,71.0,52.0,pc,19.0,71.0
2001-06-25,71.0,85.0,playstation-2,14.0,71.0
2017-05-16,71.0,81.0,playstation-4,10.0,71.0
2021-08-24,71.0,84.0,pc,13.0,71.0
2020-08-11,71.0,63.0,pc,8.0,71.0
2019-11-27,71.0,81.0,pc,10.0,71.0
2019-02-05,71.0,66.0,playstation-4,5.0,71.0
2019-08-13,71.0,71.0,switch,0.0,71.0
2018-06-05,71.0,72.0,switch,1.0,71.0
2019-02-01,71.0,72.0,switch,1.0,71.0
2018-03-20,71.0,71.0,switch,0.0,71.0
2017-12-14,71.0,68.0,switch,3.0,71.0
2017-12-12,71.0,74.0,playstation-4,3.0,71.0
2017-12-15,71.0,69.0,playstation-4,2.0,71.0
2002-01-20,71.0,66.0,pc,5.0,71.0
2018-05-31,71.0,66.0,pc,5.0,71.0
2008-11-18,71.0,73.0,xbox-360,2.0,71.0
2018-08-17,71.0,65.0,pc,6.0,71.0
2016-07-26,71.0,60.0,playstation-4,11.0,71.0
2015-10-08,71.0,71.0,pc,0.0,71.0
2011-02-08,71.0,76.0,pc,5.0,71.0
2013-11-04,71.0,70.0,pc,1.0,71.0
2007-02-14,71.0,62.0,xbox-360,9.0,71.0
2017-02-21,71.0,70.0,playstation-4,1.0,71.0
2020-01-30,71.0,61.0,pc,10.0,71.0
2005-06-21,71.0,82.0,playstation-2,11.0,71.0
2016-04-21,71.0,76.0,pc,5.0,71.0
2018-09-25,71.0,68.0,playstation-4,3.0,71.0
2018-02-22,71.0,74.0,switch,3.0,71.0
2017-06-15,71.0,65.0,pc,6.0,71.0
2016-11-08,71.0,77.0,pc,6.0,71.0
2012-02-08,71.0,71.0,xbox-360,0.0,71.0
2016-06-06,71.0,68.0,pc,3.0,71.0
2018-04-26,71.0,74.0,switch,3.0,71.0
2011-08-10,71.0,65.0,xbox-360,6.0,71.0
2013-12-17,71.0,63.0,playstation-4,8.0,71.0
2003-02-27,71.0,72.0,pc,1.0,71.0
2001-03-14,71.0,69.0,pc,2.0,71.0
2020-12-16,71.0,71.0,switch,0.0,71.0
2000-11-24,71.0,82.0,pc,11.0,71.0
2018-05-08,71.0,65.0,playstation-4,6.0,71.0
2007-02-06,71.0,81.0,playstation-2,10.0,71.0
2021-08-12,71.0,75.0,pc,4.0,71.0
2004-10-29,71.0,61.0,pc,10.0,71.0
2021-08-20,71.0,71.0,playstation-4,0.0,71.0
2016-02-02,71.0,57.0,playstation-4,14.0,71.0
2005-10-27,71.0,52.0,pc,19.0,71.0
2004-11-09,71.0,74.0,playstation-2,3.0,71.0
2020-02-19,71.0,83.0,switch,12.0,71.0
2011-04-29,71.0,61.0,pc,10.0,71.0
2017-10-31,71.0,69.0,playstation-4,2.0,71.0
2018-11-20,71.0,67.0,playstation-4,4.0,71.0
2006-07-11,71.0,70.0,xbox-360,1.0,71.0
2008-11-20,71.0,79.0,xbox-360,8.0,71.0
2015-08-11,71.0,67.0,playstation-4,4.0,71.0
2019-01-10,71.0,71.0,switch,0.0,71.0
2016-09-08,71.0,77.0,pc,6.0,71.0
2006-07-26,71.0,57.0,pc,14.0,71.0
2007-08-28,71.0,63.0,playstation-2,8.0,71.0
2011-11-09,69.0,79.0,xbox-360,10.0,69.0
2015-11-20,69.0,74.0,pc,5.0,69.0
2006-04-24,69.0,86.0,pc,17.0,69.0
2020-06-17,69.0,52.0,switch,17.0,69.0
2007-07-24,69.0,64.0,playstation-2,5.0,69.0
2019-04-05,69.0,77.0,switch,8.0,69.0
2003-11-18,69.0,75.0,pc,6.0,69.0
2019-09-17,69.0,67.0,pc,2.0,69.0
2007-03-20,69.0,76.0,xbox-360,7.0,69.0
2006-10-24,69.0,81.0,playstation-2,12.0,69.0
2005-09-07,69.0,84.0,playstation-2,15.0,69.0
2013-02-22,69.0,78.0,pc,9.0,69.0
2015-07-14,69.0,70.0,playstation-4,1.0,69.0
2011-04-27,69.0,70.0,xbox-360,1.0,69.0
2007-12-11,69.0,69.0,xbox-360,0.0,69.0
2021-01-28,69.0,75.0,pc,6.0,69.0
2020-03-24,69.0,74.0,playstation-4,5.0,69.0
2018-08-02,69.0,69.0,switch,0.0,69.0
2009-09-15,69.0,73.0,xbox-360,4.0,69.0
2017-11-30,69.0,80.0,pc,11.0,69.0
2018-02-27,69.0,69.0,playstation-4,0.0,69.0
2020-08-28,69.0,73.0,playstation-4,4.0,69.0
2017-02-28,69.0,70.0,pc,1.0,69.0
2002-10-25,69.0,58.0,pc,11.0,69.0
2003-10-28,69.0,75.0,pc,6.0,69.0
2005-10-12,69.0,49.0,pc,20.0,69.0
2021-05-27,69.0,69.0,switch,0.0,69.0
2010-01-13,69.0,70.0,pc,1.0,69.0
2008-06-10,69.0,78.0,xbox-360,9.0,69.0
2005-11-01,69.0,38.0,pc,31.0,69.0
2014-04-22,69.0,67.0,playstation-4,2.0,69.0
2018-09-14,69.0,72.0,switch,3.0,69.0
2014-05-27,69.0,72.0,pc,3.0,69.0
2020-10-13,69.0,69.0,switch,0.0,69.0
2009-10-13,69.0,73.0,xbox-360,4.0,69.0
2014-03-25,69.0,71.0,playstation-4,2.0,69.0
2009-10-08,69.0,41.0,pc,28.0,69.0
2016-04-22,69.0,72.0,pc,3.0,69.0
2015-03-30,69.0,62.0,pc,7.0,69.0
2014-11-20,69.0,64.0,pc,5.0,69.0
2012-06-01,69.0,59.0,pc,10.0,69.0
2003-11-18,69.0,84.0,playstation-2,15.0,69.0
2008-12-02,68.0,77.0,playstation-2,9.0,68.0
2000-08-03,69.0,75.0,pc,6.0,69.0
2014-08-21,68.0,70.0,pc,2.0,68.0
2007-06-20,68.0,71.0,xbox-360,3.0,68.0
2006-09-12,68.0,78.0,pc,10.0,68.0
2017-12-12,68.0,64.0,playstation-4,4.0,68.0
2021-03-11,68.0,68.0,pc,0.0,68.0
2009-07-15,68.0,85.0,xbox-360,17.0,68.0
2013-07-30,68.0,67.0,xbox-360,1.0,68.0
2016-07-12,68.0,68.0,playstation-4,0.0,68.0
2018-03-29,68.0,50.0,pc,18.0,68.0
2019-07-23,68.0,75.0,switch,7.0,68.0
2020-05-21,68.0,73.0,switch,5.0,68.0
2020-10-15,68.0,69.0,pc,1.0,68.0
2017-12-21,68.0,38.0,pc,30.0,68.0
2013-11-06,68.0,71.0,pc,3.0,68.0
2020-06-24,68.0,65.0,switch,3.0,68.0
2020-03-06,68.0,82.0,switch,14.0,68.0
2010-03-30,68.0,26.0,xbox-360,42.0,68.0
2002-09-23,68.0,68.0,playstation-2,0.0,68.0
2002-10-31,68.0,60.0,pc,8.0,68.0
2016-08-08,68.0,61.0,pc,7.0,68.0
2017-04-11,68.0,72.0,playstation-4,4.0,68.0
2001-03-22,68.0,68.0,playstation-2,0.0,68.0
2003-11-18,68.0,74.0,pc,6.0,68.0
2013-03-05,68.0,63.0,xbox-360,5.0,68.0
2000-07-31,68.0,87.0,pc,19.0,68.0
2018-07-13,68.0,50.0,playstation-4,18.0,68.0
2010-06-16,67.0,67.0,xbox-360,0.0,67.0
2016-01-19,68.0,46.0,pc,22.0,68.0
2007-11-08,67.0,80.0,pc,13.0,67.0
2011-09-16,67.0,75.0,pc,8.0,67.0
2005-01-18,67.0,84.0,pc,17.0,67.0
2012-07-25,67.0,55.0,xbox-360,12.0,67.0
2016-09-27,67.0,54.0,playstation-4,13.0,67.0
2001-11-18,68.0,46.0,pc,22.0,68.0
2010-02-18,67.0,69.0,xbox-360,2.0,67.0
2001-08-21,67.0,69.0,playstation-2,2.0,67.0
2010-09-22,67.0,54.0,xbox-360,13.0,67.0
2018-09-13,67.0,71.0,switch,4.0,67.0
2004-02-17,68.0,88.0,playstation-2,20.0,68.0
2005-04-18,67.0,45.0,pc,22.0,67.0
2021-03-29,67.0,72.0,playstation-4,5.0,67.0
2014-06-12,67.0,78.0,pc,11.0,67.0
2016-03-29,67.0,72.0,playstation-4,5.0,67.0
2020-09-25,67.0,67.0,playstation-4,0.0,67.0
2006-03-08,67.0,78.0,pc,11.0,67.0
2009-08-11,67.0,57.0,pc,10.0,67.0
2019-03-26,67.0,71.0,pc,4.0,67.0
2008-10-05,67.0,62.0,pc,5.0,67.0
2013-03-19,67.0,52.0,xbox-360,15.0,67.0
2016-11-29,67.0,59.0,playstation-4,8.0,67.0
2017-09-26,67.0,45.0,playstation-4,22.0,67.0
2018-02-27,67.0,64.0,playstation-4,3.0,67.0
2017-08-22,67.0,72.0,playstation-4,5.0,67.0
2015-12-17,67.0,75.0,pc,8.0,67.0
2000-09-27,67.0,81.0,pc,14.0,67.0
2017-09-22,67.0,62.0,playstation-4,5.0,67.0
2000-01-26,67.0,75.0,pc,8.0,67.0
2011-09-23,67.0,68.0,pc,1.0,67.0
2020-09-01,67.0,49.0,playstation-4,18.0,67.0
2005-11-23,67.0,77.0,pc,10.0,67.0
2004-11-02,67.0,67.0,playstation-2,0.0,67.0
2008-08-21,67.0,67.0,pc,0.0,67.0
2015-09-29,67.0,49.0,pc,18.0,67.0
2007-10-29,67.0,80.0,playstation-2,13.0,67.0
2018-04-27,67.0,73.0,pc,6.0,67.0
2018-02-13,67.0,64.0,switch,3.0,67.0
2015-09-16,67.0,50.0,pc,17.0,67.0
2018-07-10,67.0,70.0,playstation-4,3.0,67.0
2004-10-21,67.0,67.0,pc,0.0,67.0
2019-02-01,67.0,68.0,pc,1.0,67.0
2018-05-01,67.0,37.0,playstation-4,30.0,67.0
2018-04-05,67.0,64.0,switch,3.0,67.0
2019-08-08,67.0,42.0,pc,25.0,67.0
2013-03-05,67.0,70.0,pc,3.0,67.0
2012-10-29,67.0,76.0,pc,9.0,67.0
2021-02-18,67.0,67.0,pc,0.0,67.0
2011-08-30,67.0,48.0,pc,19.0,67.0
2009-03-10,67.0,58.0,pc,9.0,67.0
2008-07-29,67.0,85.0,playstation-2,18.0,67.0
2000-06-14,67.0,67.0,pc,0.0,67.0
2003-06-27,67.0,83.0,playstation-2,16.0,67.0
2002-03-11,67.0,73.0,pc,6.0,67.0
2008-03-31,67.0,67.0,pc,0.0,67.0
2016-07-05,67.0,71.0,playstation-4,4.0,67.0
2020-12-10,67.0,63.0,pc,4.0,67.0
2021-05-18,67.0,60.0,pc,7.0,67.0
2009-06-23,67.0,68.0,pc,1.0,67.0
2019-06-18,67.0,55.0,playstation-4,12.0,67.0
2019-04-11,67.0,69.0,pc,2.0,67.0
2014-06-19,67.0,69.0,pc,2.0,67.0
2018-06-13,67.0,62.0,pc,5.0,67.0
2019-01-29,67.0,48.0,pc,19.0,67.0
2004-03-16,67.0,79.0,playstation-2,12.0,67.0
2016-04-26,67.0,64.0,pc,3.0,67.0
2003-09-23,67.0,87.0,playstation-2,20.0,67.0
2003-08-13,67.0,75.0,playstation-2,8.0,67.0
2002-05-19,67.0,75.0,pc,8.0,67.0
2002-01-23,67.0,75.0,playstation-2,8.0,67.0
2012-05-23,67.0,81.0,xbox-360,14.0,67.0
2020-07-30,67.0,67.0,switch,0.0,67.0
2018-10-30,66.0,68.0,switch,2.0,66.0
2017-05-05,67.0,69.0,playstation-4,2.0,67.0
2007-11-02,66.0,77.0,pc,11.0,66.0
2006-11-14,66.0,83.0,pc,17.0,66.0
2020-06-06,66.0,76.0,switch,10.0,66.0
2019-03-27,66.0,66.0,switch,0.0,66.0
2016-02-23,66.0,42.0,playstation-4,24.0,66.0
2015-01-13,66.0,57.0,pc,9.0,66.0
2014-05-20,66.0,61.0,playstation-4,5.0,66.0
2009-08-13,66.0,56.0,xbox-360,10.0,66.0
2002-03-25,66.0,83.0,pc,17.0,66.0
2008-07-29,66.0,76.0,pc,10.0,66.0
2020-02-07,66.0,56.0,switch,10.0,66.0
2017-10-24,66.0,70.0,playstation-4,4.0,66.0
2016-04-05,66.0,57.0,pc,9.0,66.0
2004-10-19,66.0,66.0,playstation-2,0.0,66.0
2014-10-28,66.0,83.0,pc,17.0,66.0
2005-08-31,66.0,55.0,pc,11.0,66.0
2018-01-05,66.0,66.0,pc,0.0,66.0
2006-07-03,66.0,75.0,pc,9.0,66.0
2009-09-23,66.0,78.0,xbox-360,12.0,66.0
2016-09-21,66.0,67.0,playstation-4,1.0,66.0
2017-09-12,66.0,56.0,playstation-4,10.0,66.0
2001-09-10,66.0,66.0,pc,0.0,66.0
2001-07-31,66.0,73.0,pc,7.0,66.0
2019-01-04,66.0,67.0,switch,1.0,66.0
2021-01-26,66.0,78.0,pc,12.0,66.0
2017-02-28,66.0,63.0,playstation-4,3.0,66.0
2017-02-14,67.0,69.0,playstation-4,2.0,67.0
2012-09-16,66.0,69.0,pc,3.0,66.0
2006-10-30,66.0,72.0,pc,6.0,66.0
2018-07-31,66.0,66.0,playstation-4,0.0,66.0
2020-08-20,66.0,66.0,switch,0.0,66.0
2005-11-15,66.0,62.0,playstation-2,4.0,66.0
2013-09-20,66.0,60.0,xbox-360,6.0,66.0
2007-11-06,66.0,74.0,xbox-360,8.0,66.0
2007-04-19,66.0,63.0,pc,3.0,66.0
2010-01-20,66.0,66.0,pc,0.0,66.0
2004-11-09,66.0,87.0,playstation-2,21.0,66.0
2009-10-29,64.0,68.0,pc,4.0,64.0
2012-04-10,64.0,58.0,pc,6.0,64.0
2017-11-21,64.0,64.0,switch,0.0,64.0
2016-03-28,64.0,51.0,pc,13.0,64.0
2006-02-05,64.0,76.0,xbox-360,12.0,64.0
2019-10-29,64.0,72.0,playstation-4,8.0,64.0
2020-10-15,64.0,68.0,playstation-4,4.0,64.0
2003-02-25,64.0,42.0,pc,22.0,64.0
2011-05-17,64.0,71.0,xbox-360,7.0,64.0
2017-02-16,64.0,71.0,pc,7.0,64.0
2011-04-21,64.0,65.0,pc,1.0,64.0
2002-09-26,64.0,77.0,pc,13.0,64.0
2004-01-14,64.0,39.0,playstation-2,25.0,64.0
2001-09-18,64.0,64.0,playstation-2,0.0,64.0
2001-04-18,64.0,62.0,playstation-2,2.0,64.0
2000-11-30,64.0,77.0,pc,13.0,64.0
2021-05-27,64.0,46.0,pc,18.0,64.0
2016-05-17,64.0,73.0,playstation-4,9.0,64.0
2012-10-17,64.0,60.0,pc,4.0,64.0
2018-05-29,64.0,63.0,switch,1.0,64.0
2016-10-25,64.0,73.0,pc,9.0,64.0
2018-01-19,64.0,62.0,switch,2.0,64.0
2016-07-28,64.0,64.0,pc,0.0,64.0
2017-08-31,64.0,61.0,switch,3.0,64.0
2016-02-17,64.0,60.0,pc,4.0,64.0
2015-07-16,64.0,44.0,pc,20.0,64.0
2018-11-06,64.0,50.0,playstation-4,14.0,64.0
2016-11-08,64.0,66.0,playstation-4,2.0,64.0
2015-09-15,64.0,64.0,pc,0.0,64.0
2012-02-29,64.0,35.0,pc,29.0,64.0
2004-09-14,64.0,33.0,playstation-2,31.0,64.0
2011-07-13,67.0,70.0,xbox-360,3.0,67.0
2000-10-24,64.0,79.0,playstation-2,15.0,64.0
2003-03-10,64.0,75.0,playstation-2,11.0,64.0
2020-06-23,64.0,71.0,switch,7.0,64.0
2005-10-12,64.0,73.0,playstation-2,9.0,64.0
2018-01-16,64.0,60.0,playstation-4,4.0,64.0
2014-05-08,64.0,72.0,pc,8.0,64.0
2016-10-31,64.0,64.0,pc,0.0,64.0
2013-08-27,64.0,72.0,xbox-360,8.0,64.0
2018-03-06,64.0,69.0,playstation-4,5.0,64.0
2018-07-17,64.0,69.0,switch,5.0,64.0
2021-04-15,64.0,73.0,pc,9.0,64.0
2021-02-04,64.0,64.0,switch,0.0,64.0
2014-12-02,64.0,66.0,playstation-4,2.0,64.0
2020-03-30,64.0,64.0,pc,0.0,64.0
2001-11-13,64.0,86.0,playstation-2,22.0,64.0
2012-06-26,64.0,68.0,xbox-360,4.0,64.0
2000-09-27,64.0,72.0,pc,8.0,64.0
2001-03-19,64.0,69.0,pc,5.0,64.0
2017-04-06,64.0,70.0,pc,6.0,64.0
2006-06-12,64.0,87.0,pc,23.0,64.0
2007-10-17,64.0,87.0,xbox-360,23.0,64.0
2004-10-12,64.0,69.0,playstation-2,5.0,64.0
2007-03-20,64.0,78.0,playstation-2,14.0,64.0
2003-11-17,64.0,84.0,playstation-2,20.0,64.0
2021-06-17,64.0,50.0,pc,14.0,64.0
2019-10-16,64.0,41.0,switch,23.0,64.0
2017-04-25,64.0,48.0,playstation-4,16.0,64.0
2006-12-05,64.0,72.0,playstation-2,8.0,64.0
2017-03-28,64.0,53.0,playstation-4,11.0,64.0
2015-11-17,64.0,65.0,pc,1.0,64.0
2015-12-08,64.0,75.0,playstation-4,11.0,64.0
2010-06-03,64.0,60.0,pc,4.0,64.0
2003-09-30,64.0,83.0,pc,19.0,64.0
2007-08-06,64.0,69.0,pc,5.0,64.0
2018-09-07,64.0,53.0,playstation-4,11.0,64.0
2001-06-03,64.0,73.0,playstation-2,9.0,64.0
2017-07-18,64.0,82.0,playstation-4,18.0,64.0
2021-05-25,64.0,64.0,pc,0.0,64.0
2007-07-10,64.0,83.0,xbox-360,19.0,64.0
2017-01-13,64.0,60.0,pc,4.0,64.0
2012-02-29,64.0,58.0,xbox-360,6.0,64.0
2016-08-02,64.0,70.0,playstation-4,6.0,64.0
2005-11-07,64.0,79.0,pc,15.0,64.0
2015-04-09,64.0,65.0,pc,1.0,64.0
2014-07-16,64.0,65.0,xbox-360,1.0,64.0
2014-05-12,64.0,68.0,pc,4.0,64.0
2003-03-03,64.0,82.0,pc,18.0,64.0
2000-10-25,64.0,64.0,playstation-2,0.0,64.0
2005-06-13,63.0,72.0,pc,9.0,63.0
2005-01-11,63.0,75.0,playstation-2,12.0,63.0
2016-03-01,63.0,69.0,playstation-4,6.0,63.0
2011-07-19,63.0,67.0,pc,4.0,63.0
2020-04-14,63.0,60.0,playstation-4,3.0,63.0
2009-05-18,63.0,61.0,pc,2.0,63.0
2015-06-01,63.0,77.0,pc,14.0,63.0
2020-03-24,63.0,45.0,playstation-4,18.0,63.0
2004-09-27,63.0,77.0,pc,14.0,63.0
2013-08-13,63.0,59.0,pc,4.0,63.0
2018-07-24,63.0,56.0,playstation-4,7.0,63.0
2006-11-19,63.0,58.0,xbox-360,5.0,63.0
2010-07-13,63.0,67.0,xbox-360,4.0,63.0
2016-10-25,63.0,70.0,playstation-4,7.0,63.0
